(77, -0.7742688346873102)
(78, -0.7939411084414921)
(79, -0.7742955317909027)
(80, -0.7899010272031488)
(81, -0.7555830709358273)
(82, -0.7500314461984507)
(83, -0.761793818384498)
(84, -0.756177256512485)
(85, -0.7509330843164355)
(86, -0.7191527869222178)
(87, -0.7237407433833816)
(88, -0.741397630230274)
(89, -0.7171401738771733)
(90, -0.7096585862668312)
(91, -0.7121458192455598)
(92, -0.7617400415234998)
(93, -0.7840571270094925)
(94, -0.7986045824737527)
(95, -0.8428990415011054)
(96, -0.8250604645992039)
(97, -0.7854931311059417)
(98, -0.7648575355653786)
(99, -0.8153792948182866)
(100, -0.7877296476672692)
(101, -0.7950049304394504)
(102, -0.8075729117232014)
(103, -0.793578485223912)
(104, -0.7907392880445501)
(105, -0.7787534540616872)
(106, -0.7712407079455537)
(107, -0.7525490411959224)
(108, -0.7161541870335719)
(109, -0.7155266644937306)
(110, -0.703879577835636)
(111, -0.6936186836975582)
(112, -0.6865614115102596)
(113, -0.6345335230411978)
(114, -0.6373263291886222)
(115, -0.6115343474720448)
(116, -0.6256538987292531)
(117, -0.6129561271712924)
(118, -0.5934574216277313)
(119, -0.6149798703304311)
(120, -0.6339650740022962)
(121, -0.6183063927577208)
(122, -0.6196717296880007)
(123, -0.5938519050877098)
(124, -0.5731389527024788)
(125, -0.5604281249318497)
(126, -0.5798967564944374)
(127, -0.6193419312020967)
(128, -0.5861977271821823)
(129, -0.5920034802738213)
(130, -0.5772896101040275)
(131, -0.5392975889833681)
(132, -0.5097957676297284)
(133, -0.49798272475600924)
(134, -0.5232221809155253)
(135, -0.48520734261639287)
(136, -0.4577953048294088)
(137, -0.4813985932130286)
(138, -0.4855596766663968)
(139, -0.5046499212246864)
(140, -0.5078175368118488)
(141, -0.5362295291608782)
(142, -0.4534060709613098)
(143, -0.4443712221315434)
(144, -0.4718356603750725)
(145, -0.49129484432020043)
(146, -0.4737590159614919)
(147, -0.47215570263206735)
(148, -0.4709843683383334)
(149, -0.4629041150546713)
(150, -0.4678835821279939)
(151, -0.4616443134391162)
(152, -0.48156097216643984)
(153, -0.4990918076204814)
(154, -0.4713616391996254)
(155, -0.4494089493076159)
(156, -0.468295481635378)
(157, -0.47726102223768513)
(158, -0.5196329301029868)
(159, -0.4975374066048308)
(160, -0.4950363555185862)
(161, -0.4805579031468257)
(162, -0.4709611376473337)
(163, -0.450156380078314)
(164, -0.47887292672629916)
(165, -0.4545884522877451)
(166, -0.45574301130927863)
(167, -0.49731953890535735)
(168, -0.5187263481348482)
(169, -0.4917496669845687)
(170, -0.46219775889211323)
(171, -0.47411387547573786)
(172, -0.4724775256192621)
(173, -0.49152379136068797)
(174, -0.46124900997634244)
(175, -0.45320367448445387)
(176, -0.4415289220783603)
(177, -0.45946405070390306)
(178, -0.4788271622637907)
(179, -0.503958224653488)
(180, -0.5035051323856062)
(181, -0.5160873531624846)
(182, -0.4503346323213279)
(183, -0.4591915946183532)
(184, -0.46349731563882235)
(185, -0.4546055249356546)
(186, -0.46918562792648416)
(187, -0.46379664559717115)
(188, -0.4938646633582034)
(189, -0.4815697630070415)
(190, -0.48725513465622144)
(191, -0.4405946418252031)
(192, -0.3930173509649998)
(193, -0.3947417482843313)
(194, -0.3931801241005551)
(195, -0.3931062766833291)
(196, -0.3848929764080899)
(197, -0.38428110565837614)
(198, -0.42831653378609247)
(199, -0.4646629153221147)
(200, -0.44156418945943804)
(201, -0.45401067975259846)
(202, -0.38640230664556835)
(203, -0.34867779848613056)
(204, -0.3633154634595763)
(205, -0.36646666797671323)
(206, -0.36455107277389953)
(207, -0.3622730113305654)
(208, -0.3506884949316792)
(209, -0.34121255406306716)
(210, -0.33036996817236436)
(211, -0.35748972003392)
(212, -0.2937830988354305)
(213, -0.2843085545176513)
(214, -0.2318340124655108)
(215, -0.28540943787626616)
(216, -0.2755969893810518)
(217, -0.26044185366527545)
(218, -0.27899548359900067)
(219, -0.28489735256215637)
(220, -0.24057811492656436)
(221, -0.2449821633570025)
(222, -0.2613406427938006)
(223, -0.2518494826587984)
(224, -0.27655342502201846)
(225, -0.28936600669620455)
(226, -0.31595542230037243)
(227, -0.32684231455537416)
(228, -0.28692202495964425)
(229, -0.2720407153939833)
(230, -0.286750763695449)
(231, -0.21774727291511242)
(232, -0.21661114268629125)
(233, -0.24028791730551982)
(234, -0.2449457142243909)
(235, -0.2710725027675268)
(236, -0.3064186248464477)
(237, -0.2597069563346595)
(238, -0.2392444975226762)
(239, -0.27071537299090853)
(240, -0.24968708667304126)
(241, -0.27845492981727366)
(242, -0.2660120666689603)
(243, -0.26345924025069584)
(244, -0.2542581238970125)
(245, -0.2496407578786002)
(246, -0.24222931746453036)
(247, -0.23959700786422)
(248, -0.22200617616452512)
(249, -0.22166249257856363)
(250, -0.25466771117366477)
(251, -0.24161110976111436)
(252, -0.23718390012852691)
(253, -0.21312510678731394)
(254, -0.24410020293279136)
(255, -0.2122525776304227)
(256, -0.1915284387044072)
(257, -0.20645131646147824)
(258, -0.16566095590521268)
(259, -0.17026249456348133)
(260, -0.15538442865807658)
(261, -0.1597159325798022)
(262, -0.10925993091631317)
(263, -0.12295427150156464)
(264, -0.16616082614443267)
(265, -0.17756758796312513)
(266, -0.1750563663058611)
(267, -0.14740775834512385)
(268, -0.13616895274524254)
(269, -0.1318063426125736)
(270, -0.10580448548852411)
(271, -0.11692195195541434)
(272, -0.14376410929300446)
(273, -0.16202045458289402)
(274, -0.18872038970004507)
(275, -0.17491206404105536)
(276, -0.13818401732947597)
(277, -0.17184341174360024)
(278, -0.1669160839807234)
(279, -0.1719796726357446)
(280, -0.15207450396375116)
(281, -0.1387014005903047)
(282, -0.1272847368729214)
(283, -0.17550201191359804)
(284, -0.2319417666599887)
(285, -0.20437623104301134)
(286, -0.23594370261992564)
(287, -0.24370424784434852)
(288, -0.2313292192730731)
(289, -0.20852560435879575)
(290, -0.16470255589103042)
(291, -0.15737689233048383)
(292, -0.15274569043386704)
(293, -0.15994796521943472)
(294, -0.1444545343696363)
(295, -0.1537290187586154)
(296, -0.13689199279250394)
(297, -0.16708156491303092)
(298, -0.18761620650327937)
(299, -0.1886241207023502)
(300, -0.19744018434689226)
(301, -0.24174082517591125)
(302, -0.21076903566805602)
(303, -0.21916400421038063)
(304, -0.17185460932441807)
(305, -0.1416561860649047)
(306, -0.14679200325731595)
(307, -0.12626370062930356)
(308, -0.16343210825113708)
(309, -0.16211989740043053)
(310, -0.1518138415714661)
(311, -0.1899201787734382)
(312, -0.1798320137352518)
(313, -0.19030097663387008)
(314, -0.21319258525132398)
(315, -0.20109733124841564)
(316, -0.19639375429238257)
(317, -0.2038339221283241)
(318, -0.18945621874074417)
(319, -0.21601999356152723)
(320, -0.21296107248112028)
(321, -0.2028894746564715)
(322, -0.1590856290808532)
(323, -0.1739144504801805)
(324, -0.22052389366939518)
(325, -0.23758402023406358)
(326, -0.24365820805951924)
(327, -0.2517024734272119)
(328, -0.2388338069094023)
(329, -0.23335083924907918)
(330, -0.2359969150461047)
(331, -0.25680285055867574)
(332, -0.23170493917066284)
(333, -0.2282969182469328)
(334, -0.21275779683247423)
(335, -0.244701741547391)
(336, -0.23154509082965524)
(337, -0.2655278507958723)
(338, -0.23540037363302393)
(339, -0.2035342899762099)
(340, -0.2194094537723827)
(341, -0.27346689768119503)
(342, -0.2310571145514125)
(343, -0.24509458786575256)
(344, -0.24736926439072526)
(345, -0.2351289664403409)
(346, -0.2153528527368771)
(347, -0.18636695269640585)
(348, -0.2037103240036471)
(349, -0.20755846811696355)
(350, -0.1946246531924069)
(351, -0.23568206968012226)
(352, -0.1778447127996031)
(353, -0.19845092982549836)
(354, -0.25029357309585815)
(355, -0.2307483581667969)
(356, -0.23530516193283307)
(357, -0.22772186149104096)
(358, -0.19945309979759523)
(359, -0.18558744816429745)
(360, -0.17374350056199803)
(361, -0.21751364240078908)
(362, -0.233188063988045)
(363, -0.23491010249668062)
(364, -0.23586018580701595)
(365, -0.23680741192991356)
(366, -0.1838117295763971)
(367, -0.20632713206922856)
(368, -0.17748901882847756)
(369, -0.19263338997774698)
(370, -0.2083666636996456)
(371, -0.1876371759145824)
(372, -0.14931482983009667)
(373, -0.11936701019078223)
(374, -0.14349360250052923)
(375, -0.1251489111056142)
(376, -0.1753295694519068)
(377, -0.13883803105684178)
(378, -0.13925177141347736)
(379, -0.11604877113092188)
(380, -0.10244357530619243)
(381, -0.11186195517158867)
(382, -0.15405982653152883)
(383, -0.10457921484498414)
(384, -0.13829643755121246)
(385, -0.15820425223233925)
(386, -0.13686348811615112)
(387, -0.1279123078015803)
(388, -0.16141937156643238)
(389, -0.1323606979029603)
(390, -0.12969287044236072)
(391, -0.13211043491961047)
(392, -0.1239402646442797)
(393, -0.09392894935379466)
(394, -0.08860115246615717)
(395, -0.09512441627033916)
(396, -0.10334202389479472)
(397, -0.04691277926111158)
(398, -0.044349239539926325)
(399, -0.08507456280408189)
(400, -0.08180525922871189)
(401, -0.08623527935387666)
(402, -0.09742195880514763)
(403, -0.13830306751175925)
(404, -0.09738889853343012)
(405, -0.04090542158057489)
(406, -0.07010111598606511)
(407, -0.072008221342351)
(408, -0.07723883417802734)
(409, -0.04006430963571977)
(410, -0.036573067019546324)
(411, -0.06497873101755297)
(412, -0.10728348477316893)
(413, -0.13784910766073735)
(414, -0.14662986254417687)
(415, -0.1331861156987106)
(416, -0.14964620015193222)
(417, -0.09769892372203334)
(418, -0.11415729821547178)
(419, -0.12705229629907921)
(420, -0.11129202844285208)
(421, -0.14278305170812375)
(422, -0.11569416370575529)
(423, -0.1534290750178986)
(424, -0.17705321195232335)
(425, -0.17629958532841683)
(426, -0.20006269888385497)
(427, -0.204832776404474)
(428, -0.15181176390956638)
(429, -0.13591385140229692)
(430, -0.11705303625560524)
(431, -0.11576759701333211)
(432, -0.10906272227347422)
(433, -0.09629320845417383)
(434, -0.05599139294815513)
(435, -0.07192700374162991)
(436, -0.10567093838378956)
(437, -0.0476024829229214)
(438, -0.06074352898380596)
(439, -0.07953015861032377)
(440, -0.10163689238613072)
(441, -0.1378430559420082)
(442, -0.1154898942278607)
(443, -0.09693913285093365)
(444, -0.11997094284438227)
(445, -0.10665247267296717)
(446, -0.10434863089732883)
(447, -0.08867700295339476)
(448, -0.11371311915438458)
(449, -0.1015705537827489)
(450, -0.07367395309434357)
(451, -0.1024180749101087)
(452, -0.11529306146047531)
(453, -0.11167073052604627)
(454, -0.07333374253572988)
(455, -0.09284639205355674)
(456, -0.1263651450528415)
(457, -0.12211479398709259)
(458, -0.1293989915677299)
(459, -0.0999175284932484)
(460, -0.08975026703905573)
(461, -0.09819726109130049)
(462, -0.09248510759539244)
(463, -0.10301292457151827)
(464, -0.07594990523141011)
(465, -0.0882959849305416)
(466, -0.0908624079992637)
(467, -0.10676146713354287)
(468, -0.07177449720449901)
(469, -0.07589000810405627)
(470, -0.07568824589164252)
(471, -0.08807684739016695)
(472, -0.0792585529703482)
(473, -0.07398823819658701)
(474, -0.021871338499907612)
(475, 0.0006599440642141002)
(476, 0.012355048842113813)
(477, -0.014776140329977887)
(478, -0.023119311476468462)
(479, 0.00504753967989198)
(480, -0.011029647084275873)
(481, -0.036860979573747996)
(482, -0.04710739864060636)
(483, -0.026070844782474494)
(484, -0.0795560918420762)
(485, -0.066641713916432)
(486, -0.039445218789902696)
(487, -0.030604554704130874)
(488, -0.0340679651097312)
(489, -0.0034899657891598254)
(490, -0.022836128254571205)
(491, -0.014982681576596294)
(492, 0.014689424685942571)
(493, -0.0006023037003390354)
(494, -0.016855711651912686)
(495, -0.03332442194428755)
(496, -0.028643711839108233)
(497, -0.05859890976966568)
(498, -0.03889728520768586)
(499, -0.01464893936833181)
(500, -0.04302669563010634)
(501, -0.03259114993156393)
(502, -0.0739031816237099)
(503, -0.04558085621427382)
(504, -0.061461699075025834)
(505, -0.06446604201359164)
(506, -0.03021624504546476)
(507, -0.0658358872830453)
(508, -0.03444008266132497)
(509, -0.038041133473236295)
(510, -0.050555069777592596)
(511, -0.04637534376497282)
(512, -0.09350012307611204)
(513, -0.06626784570303874)
(514, -0.07940601434881618)
(515, -0.07632136640144084)
(516, -0.09563969714332068)
(517, -0.07211973052122422)
(518, -0.02565494839131591)
(519, -0.016817639434458753)
(520, 0.03422644204559209)
(521, -0.018511598945322456)
(522, -0.0158134550516111)
(523, -0.03645466156900064)
(524, -0.04610695772824159)
(525, -0.03251509436674414)
(526, -0.04015316984992675)
(527, -0.0020257442574533623)
(528, 0.032238082727092006)
(529, 0.005071129886432462)
(530, -0.007888721564055014)
(531, 0.02172304905931515)
(532, 0.053310090880676564)
(533, 0.049018211581422715)
(534, 0.05023293703972261)
(535, 0.04670947063743545)
(536, 0.05787362495997177)
(537, 0.02745442762332059)
(538, 0.05807471640089323)
(539, 0.06327012897134718)
(540, 0.038839032804678306)
(541, 0.00017058873701805832)
(542, 0.053679914346327566)
(543, 0.03225371912009386)
(544, 0.015124517827812779)
(545, 0.03793434548450697)
(546, 0.07259940483599314)
(547, 0.05756768005442925)
(548, 0.0560895761123225)
(549, 0.07080561992016578)
(550, 0.07602805854983972)
(551, 0.08742393377745324)
(552, 0.0708068193717244)
(553, 0.0516859826505708)
(554, 0.04834243650442728)
(555, 0.04897520893937863)
(556, 0.006260461392037928)
(557, -0.0006612751592614656)
(558, 0.010643983911823715)
(559, -0.00775438835104354)
(560, 0.054022535302303276)
(561, 0.07221362589565888)
(562, 0.06426843739789208)
(563, 0.048052721384260734)
(564, 0.003533362100240179)
(565, 0.025436562659552013)
(566, 0.024689927203699426)
(567, 0.009095139404553367)
(568, -0.026929949991605036)
(569, 0.012999541612737763)
(570, 0.015174686140258149)
(571, 0.016363557192120546)
(572, 0.014040521767795909)
(573, 0.0313838685191602)
(574, 0.03709715937395821)
(575, 0.0015786071496898101)
(576, 0.017064064910147454)
(577, 0.004363474898609276)
(578, -0.015076883809160677)
(579, 0.016723551179808498)
(580, 0.01539866354649013)
(581, 0.020466148017185624)
(582, 0.008009895069727137)
(583, 0.008908072768500684)
(584, 0.017468613458861675)
(585, -0.0013452642857061338)
(586, -0.029889985937803037)
(587, -0.05181763323520598)
(588, -0.028672973168125778)
(589, -0.037506255062126265)
(590, -0.055401349359466105)
(591, -0.01424810002821941)
(592, -0.007124455212697238)
(593, 0.012928940549238115)
(594, 0.041202792192471756)
(595, 0.026498813119418894)
(596, 0.017422965096254437)
(597, -0.03284523013838823)
(598, -0.0257063273119262)
(599, -0.04839220014035156)
(600, -0.05646469250079199)
(601, -0.006528008951526955)
(602, -0.006279409115391745)
(603, 0.005641784289294779)
(604, 0.024890369410996767)
(605, 0.0011622591237346123)
(606, 0.007620038858277642)
(607, 0.008048139127856136)
(608, 0.016573850449833824)
(609, -0.01998866428654823)
(610, -0.03923934964430476)
(611, -0.09847230746702856)
(612, -0.07868253092887859)
(613, -0.050884980150614025)
(614, -0.05291820123174553)
(615, -0.025039542630486564)
(616, 0.0069641177026403605)
(617, 0.005763862248776372)
(618, -0.0106361585072315)
(619, -0.02802617547772838)
(620, -0.009285497411008316)
(621, 0.003073312708024129)
(622, -0.0036984695254707826)
(623, -0.015587846804718194)
(624, -0.03720429539841314)
(625, -0.05196710356061296)
(626, -0.059707995724623666)
(627, -0.048169442207592096)
(628, -0.06184389344907998)
(629, -0.02257501261580809)
(630, -0.05798220101345952)
(631, -0.07999963035730805)
(632, -0.07397756131836145)
(633, -0.052528855259542186)
(634, -0.019178746541322293)
(635, -0.0008958589721447919)
(636, 0.050164454298120394)
(637, 0.05204990336058464)
(638, 0.04665326935057174)
(639, 0.026643716422687876)
(640, 0.04347983147300792)
(641, 0.03766209032066975)
(642, 0.03075986138863609)
(643, 0.011093739522947026)
(644, 0.001077379063884229)
(645, 0.007572603172105204)
(646, -0.05972145624414724)
(647, 0.01181441984142738)
(648, -0.00837072313062492)
(649, 0.012065519363799437)
(650, 0.005475675299681239)
(651, -0.0038021681654209784)
(652, -0.030471663129754432)
(653, -0.04578923241733999)
(654, -0.015534771133775016)
(655, -0.004314193430898636)
(656, 0.016750648623614313)
(657, 0.004665104415407199)
(658, -0.004603447931429545)
(659, 0.019542218209033662)
(660, 0.020543531465329723)
(661, 0.020114872470866442)
(662, 0.018708478496732295)
(663, 0.006140434823079998)
(664, 0.02047029329298275)
(665, 0.0028480249565659248)
(666, 0.01518391527352165)
(667, 0.01909727828988433)
(668, 0.005839019248199134)
(669, -0.020312578234577175)
(670, -0.04454211933270788)
(671, -0.007371626911976983)
(672, -0.0036313817075094685)
(673, 0.011882038566153465)
(674, -0.005803338590956072)
(675, -0.04596971596021025)
(676, -0.05781589628242928)
(677, -0.051339170463095295)
(678, -0.06071583841532952)
(679, -0.03652459360762272)
(680, -0.05950205776924842)
(681, -0.04194756443835975)
(682, -0.06329077532485913)
(683, -0.06004606341371785)
(684, -0.06212073393355128)
(685, -0.03573153801768463)
(686, -0.08528770464500131)
(687, -0.08507965673762197)
(688, -0.11847398957449018)
(689, -0.14130630227741425)
(690, -0.18083449146164196)
(691, -0.14754926444311114)
(692, -0.15036285589790152)
(693, -0.14467997680775388)
(694, -0.13058155437199845)
(695, -0.08474989202298497)
(696, -0.07528508757955228)
(697, -0.11845148689385944)
(698, -0.09274325982088459)
(699, -0.07797405382253746)
(700, -0.07701506032648041)
(701, -0.07338073486280068)
(702, -0.10164685477952966)
(703, -0.06501543450170012)
(704, -0.03049789426414024)
(705, -0.0625861226450998)
(706, -0.06623434914955206)
(707, -0.08723574381387847)
(708, -0.08631962703814186)
(709, -0.039403621380350425)
(710, -0.0903916654396234)
(711, -0.1009468606279445)
(712, -0.11356053700934188)
(713, -0.09258104068166809)
(714, -0.09137819764179456)
(715, -0.08760014009765026)
(716, -0.09251531000112917)
(717, -0.08954325604499894)
(718, -0.09669938267467962)
(719, -0.11619201994605834)
(720, -0.10700493472171574)
(721, -0.1014095837670012)
(722, -0.16376365118613975)
(723, -0.13347643265279704)
(724, -0.15812447141104838)
(725, -0.14528882249104663)
(726, -0.13621659682405438)
(727, -0.1349526254453477)
(728, -0.13536561247084822)
(729, -0.12888159690425846)
(730, -0.15724350987550254)
(731, -0.2043000143196872)
(732, -0.19002032990948967)
(733, -0.15059044232882696)
(734, -0.16734105096002871)
(735, -0.17215826778956017)
(736, -0.18482038052007638)
(737, -0.1697217438122114)
(738, -0.18203328450502818)
(739, -0.15435765194177714)
(740, -0.1698164830062815)
(741, -0.14119011788954994)
(742, -0.17869091453318214)
(743, -0.2089365962032408)
(744, -0.20206853128899918)
(745, -0.19011404629403933)
(746, -0.18173314808644866)
(747, -0.16976786884286313)
(748, -0.17758902998692602)
(749, -0.17104512921521606)
(750, -0.25351762557337926)
(751, -0.27152468390709983)
(752, -0.23390869148462223)
(753, -0.2895487825492692)
(754, -0.24487332168057382)
(755, -0.2752733086771381)
(756, -0.3087202254141723)
(757, -0.3587379963813245)
(758, -0.3219927571526056)
(759, -0.2863388998138548)
(760, -0.259504515470602)
(761, -0.2512175949393897)
(762, -0.24620726782760646)
(763, -0.22435005115122592)
(764, -0.19976175411259856)
(765, -0.1812553735837324)
(766, -0.19221661276493057)
(767, -0.20609936089047373)
(768, -0.20812516057358307)
(769, -0.2321266295459165)
(770, -0.26942941473272775)
(771, -0.28813422894683477)
(772, -0.24060704978058775)
(773, -0.2758836690722733)
(774, -0.27272588875303677)
(775, -0.29950561509444856)
(776, -0.29920136928353674)
(777, -0.34710083043581996)
(778, -0.33101855111511685)
(779, -0.30415750655733165)
(780, -0.27631320721479763)
(781, -0.22879211363211932)
(782, -0.2535913525463861)
(783, -0.25106329392163446)
(784, -0.2744426099920307)
(785, -0.3249437498661004)
(786, -0.2607528912282996)
(787, -0.2730944652780703)
(788, -0.282080248663476)
(789, -0.2695166694513622)
(790, -0.3249676004438156)
(791, -0.3164427598000656)
(792, -0.338464138270623)
(793, -0.39482423522675686)
(794, -0.36309546451297336)
(795, -0.3312541231767622)
(796, -0.30582504492755536)
(797, -0.3413363647496568)
(798, -0.3127314609715932)
(799, -0.30282265165479233)
(800, -0.26179858381200827)
(801, -0.3029453721875484)
(802, -0.3155431430126815)
(803, -0.3470998554607237)
(804, -0.34359397036193157)
(805, -0.31350690232949563)
(806, -0.26627583965148155)
(807, -0.3029221739871977)
(808, -0.2684232282401701)
(809, -0.28758165669312463)
(810, -0.324377786786881)
(811, -0.3066896288116398)
(812, -0.30125305097904637)
(813, -0.3396470778023727)
(814, -0.32722098831573593)
(815, -0.2908240185607845)
(816, -0.330184534589787)
(817, -0.3744360955761431)
(818, -0.40350354780265774)
(819, -0.3794608717744885)
(820, -0.35670917291122733)
(821, -0.29387082385126145)
(822, -0.34020484655103134)
(823, -0.3576349633389558)
(824, -0.3612795110642851)
(825, -0.38985245209586855)
(826, -0.4030671240633742)
(827, -0.4866544263890278)
(828, -0.38906917864550444)
(829, -0.4107351899024945)
(830, -0.3911085168226622)
(831, -0.3727697474526046)
(832, -0.33443839349010523)
(833, -0.35803718533361945)
(834, -0.3603064894917167)
(835, -0.37314920173038885)
(836, -0.3579722533734126)
(837, -0.37711000186420857)
(838, -0.38554686879005007)
(839, -0.4060154333239402)
(840, -0.4107698010858611)
(841, -0.444861363215316)
(842, -0.408327371051069)
(843, -0.38902318935013025)
(844, -0.3840021826912285)
(845, -0.3761713295193658)
(846, -0.38570703546597446)
(847, -0.4111650019146288)
(848, -0.4239385668177811)
(849, -0.38885529817728076)
(850, -0.4254528910439427)
(851, -0.4149491617661823)
(852, -0.45428375068402205)
(853, -0.5031783761260019)
(854, -0.47589952680888564)
(855, -0.5191705656963325)
(856, -0.5173656242446404)
(857, -0.4576995969195885)
(858, -0.48249636993270933)
(859, -0.47230544225791027)
(860, -0.4695276033173117)
(861, -0.3790787771732868)
(862, -0.35921236333277773)
(863, -0.35086773879398025)
(864, -0.35272114182689623)
(865, -0.3746067160102226)
(866, -0.3225690237613637)
(867, -0.28705189709100704)
(868, -0.3131963394757885)
(869, -0.38800969250046674)
(870, -0.395866638485582)
(871, -0.3797001728464082)
(872, -0.4085597078071174)
(873, -0.39663530006898146)
(874, -0.447459719587725)
(875, -0.37697398648239344)
(876, -0.3903361789275019)
(877, -0.36983520157350513)
(878, -0.34495386036239695)
(879, -0.357295458277468)
(880, -0.36315614100437327)
(881, -0.31863312911465413)
(882, -0.37120029924731346)
(883, -0.3517904321083063)
(884, -0.39982024461386123)
(885, -0.3510128391160178)
(886, -0.3998259255951634)
(887, -0.3738374591966523)
(888, -0.3769108182529447)
(889, -0.41390431867962196)
(890, -0.3964647899994725)
(891, -0.3393551282489434)
(892, -0.3625797002950781)
(893, -0.40112644181807794)
(894, -0.3904375702539299)
(895, -0.39089257628979557)
(896, -0.4477101100263104)
(897, -0.46345795943438717)
(898, -0.39301768220823174)
(899, -0.3825025783922581)
(900, -0.4649760011476911)
(901, -0.4662055197355734)
(902, -0.45910632150852954)
(903, -0.4236492962828426)
(904, -0.40623705902121593)
(905, -0.4986824460863971)
(906, -0.4335238057030625)
(907, -0.3990843019107174)
(908, -0.4318842441002058)
(909, -0.4313577488993421)
(910, -0.4288076765401522)
(911, -0.42745739053757675)
(912, -0.4745581487040468)
(913, -0.481620742386167)
(914, -0.4933886996086418)
(915, -0.5269447991359425)
(916, -0.5237057729536084)
(917, -0.5096848501358651)
(918, -0.4867153756135009)
(919, -0.5006910442521485)
(920, -0.4335511098533477)
(921, -0.4971909093685828)
(922, -0.5221584220150164)
(923, -0.5069224354478602)
(924, -0.5490155841499689)
(925, -0.5890688026160685)
(926, -0.6066729752944939)
(927, -0.6390136171135079)
(928, -0.5922473075723523)
(929, -0.6475215354717333)
(930, -0.552512320196136)
(931, -0.5607604608966668)
(932, -0.575273289097471)
(933, -0.5771203700029262)
(934, -0.556964597556149)
(935, -0.5203076893859854)
(936, -0.5088868021633184)
(937, -0.5163759892243782)
(938, -0.5296240101660888)
(939, -0.4963167178566483)
(940, -0.4746998900159147)
(941, -0.5458291925595187)
(942, -0.5511043684261424)
(943, -0.5835999674786466)
(944, -0.5966020662387975)
(945, -0.6374041917007222)
(946, -0.5795189491981383)
(947, -0.5178904106993433)
(948, -0.47354275467861384)
(949, -0.5061988104747954)
(950, -0.5125540488477983)
(951, -0.48767388027857916)
(952, -0.5217272244902914)
(953, -0.5188607693012741)
(954, -0.5868581315548275)
(955, -0.5981958447555313)
(956, -0.5817952061225129)
(957, -0.5856960709198779)
(958, -0.4982005374285766)
(959, -0.47117750515546497)
(960, -0.5078075055882193)
(961, -0.5616089840615291)
(962, -0.6239035415344073)
(963, -0.6013795769912355)
(964, -0.601288213078773)
(965, -0.5749537757432895)
(966, -0.5548721748546471)
(967, -0.5833494663624531)
(968, -0.6130282051257885)
(969, -0.5839516315806009)
(970, -0.558061357990936)
(971, -0.5457966480156473)
(972, -0.5097374797623511)
(973, -0.5275614959015407)
(974, -0.5221837522419577)
(975, -0.5471767157607231)
(976, -0.612521643280971)
(977, -0.5280772813412046)
(978, -0.5151361725242967)
(979, -0.4987538489471907)
(980, -0.4808820389924125)
(981, -0.46139365504717744)
(982, -0.49361611987501935)
(983, -0.5193762410123816)
(984, -0.4648616253434343)
(985, -0.4652803405558823)
(986, -0.4964459101182829)
(987, -0.5137358980259705)
(988, -0.5120437876292682)
(989, -0.5806407389424735)
(990, -0.5773426117756388)
(991, -0.5266075541185646)
(992, -0.5296150190151494)
(993, -0.5497095295012345)
(994, -0.5422911574875698)
(995, -0.5578528296468758)
(996, -0.49308985998418275)
(997, -0.4930378895184176)
(998, -0.4707928012714505)
(999, -0.4792326861933965)
(1000, -0.4950149922967587)
(1001, -0.543150741963948)
